chrom	start	end	log2_insulation_score_30000	log2_insulation_score_50000	log2_insulation_score_100000	log2_insulation_score_250000
18	47630000	47640000	-0.0734737490253475	0.0919843856792577	0.0376394707692183	0.1977807645451163
18	47640000	47650000	0.1636752748409952	0.2084373329937841	0.1051300903304608	0.1062117378265625
18	47650000	47660000	0.1338416204451907	0.1614755198171268	0.2002050626286803	-0.0024265800484017
18	47660000	47670000	0.0724232351309513	0.188439223147954	0.1795439764136701	-0.0658550752044702
18	47670000	47680000	0.205884757954927	0.0107539529899988	0.147278195757277	-0.1724156752471251
18	47680000	47690000	0.1761303167294003	-0.0387402311303007	0.0808753467809125	-0.2834566273041791
18	47690000	47700000	-0.2660640719509781	0.0581518417943483	-0.0188637019499028	-0.3775285136522563
18	47700000	47710000	-0.124745377513347	-0.04194803461121	-0.1352889771861847	-0.4405972564456134
18	47710000	47720000	0.2445673878583293	-0.0111741229311823	-0.2791239371194161	-0.573625213119062
18	47720000	47730000	0.045426202103438	-0.1789801675828078	-0.4281860721562069	-0.6263886324776942
18	47730000	47740000	-0.5872673206654724	-0.5813398689728816	-0.7405381950387329	-0.7686166732628205
18	47740000	47750000	-1.0845175752835865	-1.239372082909138	-1.2158277515190714	-1.0117894018219722
18	47750000	47760000	-1.267528571394141	-1.2101746870515604	-1.397096525585876	-1.1123038181469669
18	47760000	47770000	-0.9742715314902392	-0.999668837584799	-1.199660662272835	-0.9810267004945608
18	47770000	47780000	-0.1863678161100665	-0.5953425401212106	-0.818424184129775	-0.764507305928104
18	47780000	47790000	0.0163788581421928	-0.3311867010594941	-0.5283491838647028	-0.5811767982271309
18	47790000	47800000	-0.1122263628026462	-0.1024090685103659	-0.3113862418946028	-0.455473496714868
18	47800000	47810000	-0.033060329756202	-0.1402997115047028	-0.3077290516950817	-0.3796726329702835
18	47810000	47820000	-0.130932449295202	0.1506877375146052	-0.0258819579126984	-0.2444611651907506
18	47820000	47830000	-0.2175349625447728	0.2647027552455537	0.1676477412576862	-0.1205317979717622
18	47830000	47840000	0.605203504746396	0.3942793057290799	0.3128583723454884	0.0017226178658512
18	47840000	47850000	0.7919399131391985	0.5893239812246132	0.4776329727231644	0.0974924722521545
18	47850000	47860000	0.6127470416248832	0.6958599618340536	0.5996454702725377	0.1454937313863512
18	47860000	47870000	0.4316580035099452	0.5780997565121094	0.5720517494781199	0.156711864079763
18	47870000	47880000	0.5243505212766025	0.342081486742614	0.556582606356296	0.1790020588070296
18	47880000	47890000	0.5275071666312425	0.6339650575497796	0.6484280214190545	0.2351774754916004
18	47890000	47900000	0.5038050832284375	0.6472356481423445	0.5838663666236855	0.2415928540076949
18	47900000	47910000	0.7688690068693554	0.6517997128829371	0.5620152084051722	0.2349339901694652
18	47910000	47920000	0.4783946843380502	0.4738461990930513	0.5196992783035441	0.2283082004633967
18	47920000	47930000	0.0744840595887231	0.3222714841418641	0.5231903914276541	0.2253537435432935
18	47930000	47940000	-0.1075856875225024	0.06409299656283	0.4068439123012786	0.1989628815049327
18	47940000	47950000	0.129968236548526	0.2121960494975261	0.3271704427189673	0.1792640820024817
18	47950000	47960000	0.2944005287098543	0.3627428183266328	0.2241978049191373	0.1447496553967502
18	47960000	47970000	0.3454026094438946	0.3835205049109844	0.181831911485718	0.1208296945699878
18	47970000	47980000	0.3875973321071452	0.5259788679400446	0.1320456690239553	0.1220426467151989
18	47980000	47990000	0.5580765723928964	0.3224191843863617	0.0115867530959194	0.0786603570382973
18	47990000	48000000	0.5891158676992909	0.1229398113939685	-0.1091864086144174	0.0267467712581931
18	48000000	48010000	-0.2120506084592673	-0.0504436623508614	-0.3285506067859039	-0.0796539444544299
18	48010000	48020000	-0.4624744179859533	-0.4507590473156939	-0.5609972740357089	-0.2330223147954627
18	48020000	48030000	-0.7430948853564784	-0.6740891306645477	-0.6584384907380623	-0.3400498556996997
18	48030000	48040000	-0.5573522355785974	-0.4807147905409731	-0.5234573449190069	-0.3009483604501728
18	48040000	48050000	-0.0623243355931022	-0.1731699719708894	-0.2755033408248616	-0.1709748474746206
18	48050000	48060000	0.2963309135536616	0.1113580387287955	-0.1253980178043579	-0.0763357262502952
18	48060000	48070000	0.3176088691075704	0.3218987946535094	0.0509920648710242	0.0095261990946114
18	48070000	48080000	0.4692452049269179	0.3808133759251715	0.1797867507335618	0.0935288416663217
18	48080000	48090000	0.3599231666380861	0.3525926530761481	0.2302623448981056	0.1367113082949963
18	48090000	48100000	0.2752029127499103	0.2883423063784352	0.3173643873537382	0.1986007530677321
18	48100000	48110000	0.1574385346097705	0.2755921472882969	0.3726546953288455	0.2713479631979515
18	48110000	48120000	0.129880297013965	0.3618003025049903	0.4351903814200875	0.3090540081056097
18	48120000	48130000	0.2278950551501315	0.2509627778347449	0.4333638720339681	0.3321222292543695
18	48130000	48140000	0.1289900933609935	0.2513082687843466	0.3773311006187458	0.3557842663966302
18	48140000	48150000	0.1605455828721952	0.3132702875575422	0.3651164678781841	0.3917168323522276
18	48150000	48160000	0.2343583519778125	0.2496413172080722	0.2883985392689248	0.4320358146832244
18	48160000	48170000	0.162600905425244	0.1601991202385197	0.2217119269453496	0.4503613800786505
18	48170000	48180000	0.1914100610926092	0.0643600166732594	0.2028636604134402	0.4792812401314925
18	48180000	48190000	0.2736887753595079	0.0395940188994249	0.1165546829368681	0.5101971952645933
18	48190000	48200000	0.0874894196254717	-0.0314573630675948	0.0257897551321472	0.5420103462025081
18	48200000	48210000	-0.2538816941870435	-0.1421164645771235	-0.0193792746184064	0.6057758384876829
18	48210000	48220000	-0.2480680473664612	-0.1526094735848714	-0.0742897406454915	0.6501821193273297
18	48220000	48230000	-0.2031685480840791	-0.161828254221701	-0.0377057653448096	0.6964958147478492
18	48230000	48240000	-0.3319995173834126	-0.0868477024536171	0.0360222332981412	0.7343632708374278
18	48240000	48250000	-0.011500440001472	-0.0477525802141824	-0.0172325658609933	0.7182804098367689
18	48250000	48260000	0.0721045698632908	0.0142007175339239	0.0467618129452657	0.7509219960700662
18	48260000	48270000	0.1139462516151257	0.1076946114627188	0.1452138137431409	0.746836466318545
18	48270000	48280000	0.333692531206583	0.2431975411365104	0.255709613076059	0.706148325327202
18	48280000	48290000	0.4702944772086584	0.1760461871761559	0.3118434133946826	0.6708939138746347
18	48290000	48300000	0.415129083502714	0.2791617953904861	0.3731758591115175	0.6251758437872776
18	48300000	48310000	-0.0230186357030916	0.1961844072204068	0.4431248644960687	0.5989427554721269
18	48310000	48320000	0.188329529293674	0.2119273235450052	0.5032223144687037	0.5652038635611317
18	48320000	48330000	0.2010684806482515	0.2940743838235158	0.526345629418379	0.5449337369664753
18	48330000	48340000	0.3578889497356588	0.4821657125544512	0.6288631484700506	0.532064816512816
18	48340000	48350000	0.3778993298935159	0.5045086762192766	0.6416550178615296	0.5133901921638321
18	48350000	48360000	0.4548550303595507	0.4637179460790926	0.6064671621630907	0.4729742121379817
18	48360000	48370000	0.1418882090291253	0.4518645144426701	0.5926782872106925	0.4298735991989725
18	48370000	48380000	0.0466464628432052	0.326120483176584	0.4637640669401278	0.3554844788798859
18	48380000	48390000	0.2022361179419609	0.2453796531635251	0.3101695400956439	0.2900929013328832
18	48390000	48400000	-0.1913313229277973	-0.0286344620444289	0.1625012527897453	0.2076954672812568
18	48400000	48410000	0.063406359101992	-0.0191046558901087	-0.0242856117879569	0.1125356132454425
18	48410000	48420000	-0.4518646035812385	-0.1261421459939592	-0.1947958578700282	0.015497972768755
18	48420000	48430000	-0.0233823913733918	-0.0428748074694056	-0.3095586041011035	-0.0437410361576501
18	48430000	48440000	-0.2879663933481219	-0.3697623797395023	-0.4705636265628541	-0.190322453701728
18	48440000	48450000	-0.3698783632354598	-0.6333205693536356	-0.5774526531718186	-0.3098564763350454
18	48450000	48460000	-0.7425130354122536	-1.0641687129133846	-0.7681876411044284	-0.4547201944620946
18	48460000	48470000	-0.7176579646194248	-0.8739047707715693	-0.8045926365510423	-0.4911264784839393
18	48470000	48480000	-0.779341454180983	-0.6014080754159226	-0.5018423312383893	-0.3449422516194338
18	48480000	48490000	-0.2559093264954345	-0.1920290587785998	-0.2340738193813498	-0.1849240826230599
18	48490000	48500000	0.3376263070536167	0.3121260890337631	0.0011287460760053	-0.0689923527054064
18	48500000	48510000	0.8030608736133937	0.5809740603886608	0.2469286829929942	0.0220118358237525
18	48510000	48520000	0.7057159069535615	0.676488752403593	0.31383189624393	0.0631602398791341
18	48520000	48530000	0.1325991806426427	0.3313891046566137	0.32785701525647	0.0803098092980561
18	48530000	48540000	-0.3787996906040539	-0.1485890786792894	0.2661748139992354	0.0348020542730748
18	48540000	48550000	-0.5271964456091656	-0.0588725199354943	0.3819000807309137	0.0414444794514505
18	48550000	48560000	-0.0795188872417953	0.089510628282259	0.4997601724810878	0.0814674990545064
18	48560000	48570000	0.1740564873031409	0.2784004324968143	0.5413848280437614	0.0940164054845063
18	48570000	48580000	0.1551880590285729	0.1951508841745977	0.5485590523662657	0.0738927842101427
18	48580000	48590000	0.1943278151985907	0.2630993616595872	0.4644919614228036	0.0815061511760154
18	48590000	48600000	0.2768731048748568	0.2557215214952373	0.3582959376493815	0.0579327875966169
18	48600000	48610000	0.2637194383566319	0.3209538073209027	0.3181807296833546	0.0241552307261659
18	48610000	48620000	0.2403143958750304	0.3661616478854929	0.1880309163845303	-0.0248357602170599
18	48620000	48630000	0.3335339094821677	0.4194495230910674	0.1072410511012378	-0.0575141589144513
18	48630000	48640000	0.339431746710221	0.1824640208982469	-0.0466455755335219	-0.1439752313244247
18	48640000	48650000	0.2486808581853038	-0.0488474309993017	-0.248644432185732	-0.2646361361271244
18	48650000	48660000	-0.5590716072905175	-0.4048253252146849	-0.4982665694896946	-0.3618014020823988
18	48660000	48670000	-0.7747432911824912	-0.8429653770456981	-0.8600392474668248	-0.5194200338206961
18	48670000	48680000	-0.9233682054547486	-0.8158397682735339	-0.9768258887690712	-0.619433919600734
18	48680000	48690000	-0.4494327939486227	-0.4967911269012545	-0.7296863716869927	-0.5484455564815767
18	48690000	48700000	-0.1875573171875677	-0.292281539754304	-0.572088208445892	-0.5001344884274612
18	48700000	48710000	0.1297129335961867	-0.0314695939823756	-0.3212546443488834	-0.3991821855287309
18	48710000	48720000	0.1242179873034201	0.0777280348873629	-0.2576643077316688	-0.3009170256884502
18	48720000	48730000	0.2236868595855773	0.3713420797053471	-0.0572633475601481	-0.2274029651836284
18	48730000	48740000	0.3892208628161964	0.385086662998149	-0.0004223919080243	-0.2172786508188528
18	48740000	48750000	0.5657353836968089	0.3576538367651276	0.0704581438781612	-0.1480327785380394
18	48750000	48760000	0.0645010374764242	0.1666018805061776	0.0588820119844705	-0.1371480029826426
18	48760000	48770000	-0.2390259521397155	-0.1117550675333761	0.0136378021110149	-0.1114732020230056
18	48770000	48780000	-0.3236534250270874	-0.1900979517310707	-0.0071935199316465	-0.0094517057266135
18	48780000	48790000	-0.1037021545188492	-0.0233096525409234	0.0980532453041956	0.1146525035992447
18	48790000	48800000	0.0977799761576689	0.1076394661828884	0.204698849392059	0.2205245558628253
18	48800000	48810000	0.3433623479974775	0.2784780636909286	0.3283375323832423	0.3097526376456939
18	48810000	48820000	0.2563820171552698	0.3584623198253661	0.3624493941396976	0.3741156929055018
18	48820000	48830000	0.1404306553285203	0.3773707956471064	0.4751263383150018	0.4432233356808897
18	48830000	48840000	0.172839208414732	0.3212828236038491	0.5691642257791075	0.4965245584747249
18	48840000	48850000	0.3604082927842163	0.4223920717043505	0.6897149964691683	0.5412147224114623
18	48850000	48860000	0.4498145255772275	0.4844925531417061	0.7810936022713856	0.5745770035876692
18	48860000	48870000	0.4116463862600685	0.5279344399181627	0.7715127329513378	0.5762014328614289
18	48870000	48880000	0.40417990436308	0.5001168129886674	0.7108448406146513	0.6031354132683011
18	48880000	48890000	0.4306476115212649	0.5055611936706524	0.6312777868719613	0.607742534592937
18	48890000	48900000	0.4325000100821101	0.4538227933449529	0.5675544090214747	0.6044780540782249
18	48900000	48910000	0.4730042842296494	0.4607264874820932	0.4861018679198372	0.5757831956401639
18	48910000	48920000	0.3424257378428387	0.3734164664189922	0.4036895584585621	0.5572484928046716
18	48920000	48930000	0.3570645370937001	0.2467256988494545	0.2766438526674727	0.5213281281225407
18	48930000	48940000	0.0180474910358394	0.1165724314464993	0.1417526403466994	0.4640609703565734
18	48940000	48950000	-0.1926704291900458	-0.0110419808443655	0.0401385848676771	0.4325099174973505
18	48950000	48960000	0.0382531713917744	0.1318385159475147	0.0774329871579238	0.4073555029186931
18	48960000	48970000	0.2282265857028588	0.2496376511367557	0.1746544808398718	0.4249746001314357
18	48970000	48980000	0.5012791608631855	0.4870007679750667	0.2115280986181737	0.4227075940524689
18	48980000	48990000	0.3900221941489996	0.4876971828893798	0.1854757081155307	0.4092570270592586
18	48990000	49000000	0.4179772455516337	0.4749923971101574	0.2288820714829791	0.4162673646226544
18	49000000	49010000	0.2232474540431949	0.3531607044921273	0.2013069522196924	0.3941585252638165
18	49010000	49020000	0.3841806137931891	0.2322430162295791	0.1883395398344883	0.3544370351150435
18	49020000	49030000	0.3070471346092157	0.1673241671020833	0.0910549427457286	0.2991403856645589
18	49030000	49040000	0.2309931202318421	0.1932288149074597	0.1089711927634124	0.2584797854062074
18	49040000	49050000	0.1724936101429529	-0.0340307664298	0.0747478566706491	0.2511678177981366
18	49050000	49060000	0.1675475168290962	-0.1328261956004874	0.0773486534632829	0.2504929232635997
18	49060000	49070000	-0.002356073176629	-0.174679190453216	0.1006029675526472	0.2413540222439344
18	49070000	49080000	0.0331380787523229	-0.0265955660456399	0.2572943618670004	0.259891832896703
18	49080000	49090000	0.2349745401335051	0.1274932915478931	0.318032466282226	0.3105573637976666
18	49090000	49100000	0.5090347368703089	0.39348916882597	0.3964706531017725	0.3513910929297081
18	49100000	49110000	0.3089157236504626	0.3762970926441035	0.4190621442817298	0.3956800102647855
18	49110000	49120000	0.3131620562806685	0.4635798410888044	0.4902471069516096	0.4137698360055252
18	49120000	49130000	0.1351976182944417	0.3043710019324508	0.4689712254060988	0.412579558918199
18	49130000	49140000	0.1289081878523922	0.3483197968620843	0.5746575120089514	0.4233618151402584
18	49140000	49150000	0.1755528781074549	0.393299652370822	0.4607851264867455	0.4071651058101729
18	49150000	49160000	0.1644786045645576	0.3470980208214348	0.3957577926327697	0.3725012883066722
18	49160000	49170000	0.282180938944308	0.2295823938396639	0.3022384055658451	0.3256471561013866
18	49170000	49180000	0.0081663579874222	-0.103787038523091	0.2217460940280221	0.2718921369740733
18	49180000	49190000	-0.214945544281384	-0.184864407922176	0.1196350027559339	0.2273342065979501
18	49190000	49200000	-0.6535085906574247	-0.5141569868233659	-0.0036114218592278	0.1852242161577651
18	49200000	49210000	-0.1730752506575053	-0.1624097570588766	-0.0625171290898685	0.2066859745359991
18	49210000	49220000	-0.2274016098940998	-0.0750856067416905	-0.0669182126420979	0.2090485125646191
18	49220000	49230000	0.3451112401055043	-0.0242974118054306	0.013662400668961	0.2097720074096714
18	49230000	49240000	-0.0581215158705046	-0.0247953306967677	-0.0042292686627532	0.1952876391435149
18	49240000	49250000	0.0983048986345932	0.1764484306652305	-0.0588170848114269	0.2159746425795853
18	49250000	49260000	0.2818712118324994	0.3318384048624424	-0.0053790919131932	0.2658509125909006
18	49260000	49270000	0.477148451557052	0.3984570031779122	0.129548035099821	0.274142891148248
18	49270000	49280000	0.3993753295707934	0.1552740051133423	0.1907199461069531	0.2862910216804923
18	49280000	49290000	0.2560638615571948	0.1617208030049002	0.2627109320760267	0.259439585671197
18	49290000	49300000	0.3298240428017753	0.2682450240129404	0.2636825013365956	0.2541759231276649
18	49300000	49310000	0.5077623325066896	0.3995513721387858	0.3621282619348818	0.214621116249374
18	49310000	49320000	0.4004139828567252	0.4039720450638404	0.3992138712231795	0.2257771728199638
18	49320000	49330000	0.0082091063568646	0.3790901708031467	0.5331905349224705	0.2200925880001223
18	49330000	49340000	0.1620812348934288	0.2924919058861603	0.4391155891480173	0.1858661736800025
18	49340000	49350000	0.298904543653653	0.2631307157235893	0.5192743321364186	0.180044566809795
18	49350000	49360000	0.2709880706807833	0.4128594687759002	0.4753785282214989	0.1503020094926575
18	49360000	49370000	0.4509396042559774	0.5884010007316723	0.5070467794765106	0.1037190058517727
18	49370000	49380000	0.3631283251865807	0.4501031635826667	0.3530708886625296	0.0542071658305736
18	49380000	49390000	0.6315274203346054	0.5522417795514843	0.3509650525957923	0.0101959245845037
18	49390000	49400000	0.2602046450435706	0.2987579034914427	0.2033639665194264	-0.0582935953997429
18	49400000	49410000	-0.0489245621217958	0.1650389666872067	0.0789381367427407	-0.1822028959219745
18	49410000	49420000	-0.0434113054850314	-0.1154482183653641	-0.1943303832430743	-0.2851573331804533
18	49420000	49430000	0.0061071307412108	-0.1635961650710638	-0.3208691119951343	-0.46372489878601
18	49430000	49440000	0.0137697546582624	0.0220757122187235	-0.3729429487380967	-0.5302315290899038
18	49440000	49450000	-0.0505222109291137	-0.1989865622790798	-0.5346488945810726	-0.6637084509101415
18	49450000	49460000	0.0198388131216085	-0.1509630617024655	-0.5234107862674444	-0.7283670705522493
18	49460000	49470000	0.0797638679375916	-0.0724549429275956	-0.4916278742236072	-0.7479541076603639
18	49470000	49480000	0.253195769611037	-0.1218514725179199	-0.4805211269932209	-0.7500463654436272
18	49480000	49490000	0.0940006526449781	-0.0800812389878286	-0.4648368909290201	-0.7407828548211275
18	49490000	49500000	-0.3429117720434957	-0.1550131257226153	-0.4452809260077369	-0.6772185827286649
18	49500000	49510000	-0.2138969902523924	-0.1940882851184718	-0.3958703056761702	-0.5226680489761308
18	49510000	49520000	-0.1507582900496643	-0.0494814991722596	-0.2293666048782844	-0.3568930893972246
18	49520000	49530000	0.0373236389537239	0.1634600756811859	-0.0111967765942201	-0.1124738310884978
18	49530000	49540000	0.4092943971689405	0.2498750176938731	0.0654600868630479	0.0392972017369294
18	49540000	49550000	0.3573543769231386	0.2266679918574728	0.1399453252070198	0.1342840905783046
18	49550000	49560000	0.2457074021705097	0.2183564894784768	0.2109337605287552	0.2653448685084295
18	49560000	49570000	0.0849805281057935	0.0599618340580802	0.2631639813111028	0.3762214353507008
18	49570000	49580000	0.2243513779182929	0.1352914795652216	0.3561056793064768	0.4720979601157655
18	49580000	49590000	0.3108311111192573	0.225233736901656	0.4743847723849187	0.5602282448445467
18	49590000	49600000	0.4385872760836002	0.3975741746933672	0.5530695020740638	0.6703612812375856
18	49600000	49610000	0.3485117595333952	0.3975949127460791	0.5831502882294318	0.733650666784359
18	49610000	49620000	0.1689642940435154	0.3826727570159329	0.6019300554602497	0.8249338738400847
18	49620000	49630000	0.284075414920431	0.4506117947171891	0.5954445041143399	0.8732122622533282
18	49630000	49640000	0.4169885600605853	0.3626473561202309	0.6600581493249444	0.9080515261649158
18	49640000	49650000	0.3193385904389419	0.4069043720160012	0.6833001386840328	0.907752221295689
18	49650000	49660000	0.2094493931680543	0.33175755534421	0.7060823900007204	0.9191582629590014
18	49660000	49670000	0.2930303841522551	0.3372460846468926	0.6587873661909222	0.9228849550365674
18	49670000	49680000	0.3060068281389944	0.1481733144589248	0.6005475547468958	0.9129429423939328
18	49680000	49690000	0.3664395537719203	0.2403939315196073	0.6308367657849496	0.8909578719369137
18	49690000	49700000	0.2027533525443278	0.2623753296262711	0.5359766403256943	0.8609324687674331
18	49700000	49710000	0.134132841953524	0.2704533857177221	0.4874199955163038	0.7989870755076481
18	49710000	49720000	0.2487882621165157	0.0909323793181797	0.3659707029119061	0.7463632413537907
18	49720000	49730000	0.1714618790531271	0.0914314149421325	0.3139918663778908	0.7118022011949591
18	49730000	49740000	0.0507444660697235	0.0138087084491501	0.1447312143403315	0.6071640200575571
18	49740000	49750000	0.0079060493068992	-0.2979055073594049	-0.04264331517799	0.4501994502520793
18	49750000	49760000	-0.0071902447654581	-0.1954798721052682	-0.0109000497180909	0.3693854626530312
18	49760000	49770000	0.0127426743686708	-0.3423315523332562	-0.02005078923561	0.2272978772406116
18	49770000	49780000	0.4490060962431486	-0.09665806577938	-0.0420697127591928	0.1210495876435272
18	49780000	49790000	0.3005453935726769	-0.0126866618754389	0.0020013612663804	0.0675525900043557
18	49790000	49800000	0.4892018396793591	0.1717170789791797	0.1036666333923829	0.0222807717390596
18	49800000	49810000	0.4267751930535896	0.2068036300436299	0.1481218339414014	-0.0577813597937389
18	49810000	49820000	0.4606050807271716	0.2748951308757972	0.1792437590139053	-0.1224735925771323
18	49820000	49830000	0.2201580291265742	0.3360580360819254	0.1268780308829226	-0.1818887095556927
18	49830000	49840000	0.1336101519241645	0.2195116054669202	0.0401248692487738	-0.2152268873885656
18	49840000	49850000	-0.1043561593319855	-0.0672923149623558	-0.0903270403122633	-0.2712382575240678
18	49850000	49860000	-0.1971035930432886	-0.1420168932295158	-0.2081898928973307	-0.3213387895094524
18	49860000	49870000	-0.1085586464169554	-0.1250575854317611	-0.2477034353434769	-0.3649215839803539
18	49870000	49880000	-0.0473637285638223	-0.0753043836737507	-0.3140388056760155	-0.3568992363023605
18	49880000	49890000	0.2916593935735418	0.1398243357411015	-0.2407141122229455	-0.3217932686569114
18	49890000	49900000	0.2680029291264584	0.098374798604535	-0.2020155882149388	-0.2812087297762726
18	49900000	49910000	0.2714959578956313	0.1955463576709144	-0.0693968048747419	-0.2188378779470495
18	49910000	49920000	-0.0178974088847549	0.0462849352605109	-0.0521058858640883	-0.1947161463331307
18	49920000	49930000	0.2048970636456215	0.1705507913550492	-0.0010770307220014	-0.1253045001396121
18	49930000	49940000	0.2464319381129986	0.2701652531335047	0.0563043434808049	-0.0681386914964082
18	49940000	49950000	0.2557271881655498	0.1806724853424874	0.1275940897410606	-0.0187398896579328
18	49950000	49960000	0.0347504795952571	0.0942528304682664	0.1400978271334199	0.0833655317727446
18	49960000	49970000	0.0420934870781178	0.018212049195073	0.1157042774759925	0.1450676965137813
18	49970000	49980000	0.0405488478655257	0.1140647684513304	0.1617106427906161	0.2192670145655167
18	49980000	49990000	0.3523250656718646	0.1237671956318613	0.1670080165025394	0.2494202806261043
18	49990000	50000000	0.1478576934641631	0.1657532429201803	0.1744073095613492	0.2825481356623796
18	50000000	50010000	0.2242386782664384	0.2160664175789489	0.1868831267409161	0.3290528949540988
18	50010000	50020000	0.3918856436973966	0.2286567557695095	0.2400179798500336	0.3923250822305559
18	50020000	50030000	0.3234411240819722	0.1029077738321653	0.2303202985327388	0.4046812421583523
18	50030000	50040000	0.1551724692764577	0.1011617177580233	0.1805697025278018	0.4198227955909939
18	50040000	50050000	-0.101204178175959	-0.0433368589512891	0.1460641876293273	0.4054525818398375
18	50050000	50060000	0.005414689560318	0.0642527018744493	0.1571556815799911	0.4496617173737252
18	50060000	50070000	-0.0735015819924595	0.0602481294893261	0.2209999001933811	0.4752664097553681
18	50070000	50080000	0.1040009211931232	0.2533245330351013	0.3306485908347715	0.507524423187992
18	50080000	50090000	0.2708148815933849	0.3452962837594532	0.4168008309320852	0.5087334949315785
18	50090000	50100000	0.5681123324498997	0.5929456184379881	0.5611630740173796	0.5371345894738484
18	50100000	50110000	0.3372500302689374	0.4637882046359189	0.5290500424223679	0.5352574538681895
18	50110000	50120000	0.3754161055818042	0.4034887174026532	0.6160712353086663	0.5338012568842215
18	50120000	50130000	0.4447036371623673	0.4483016473058367	0.6338203465010366	0.5476475169784991
18	50130000	50140000	0.5114408167623875	0.4316490881402642	0.5812770225541075	0.4976060522139064
18	50140000	50150000	0.4366379832151517	0.3036072682237489	0.3958079244953303	0.3930809803648865
18	50150000	50160000	-0.222733438192532	0.2201669802939937	0.2798937932828528	0.325532888503404
18	50160000	50170000	0.049876335156375	0.0489515566264659	0.2128411090107695	0.2837328168178885
18	50170000	50180000	0.2461155459505549	-0.1115311455528651	0.0828126512719745	0.2207151512293177
18	50180000	50190000	-0.0121018119265876	-0.2292491367967015	-0.0978987979397506	0.1418352102645839
18	50190000	50200000	-0.3351980776195811	-0.3032311242238399	-0.2521064578792081	0.0925054844502513
18	50200000	50210000	-0.2279798528075935	-0.3099430226515643	-0.4402232130970226	0.070178749155955
18	50210000	50220000	-0.1070379234917082	-0.2171206521059365	-0.2746136895394597	0.0917131464176603
18	50220000	50230000	-0.0338148141665372	-0.098175564768026	-0.2208882174916597	0.110434469112885
18	50230000	50240000	0.1037144500849959	-0.0117371820089297	-0.152435821201684	0.1482690272855199
18	50240000	50250000	-0.0475214797320305	0.0026755741193989	0.0006435053623187	0.1565169245688947
18	50250000	50260000	-0.0172919032601797	-0.033604775071315	-0.0279337152822347	0.1058079196485993
18	50260000	50270000	0.1476121819061494	0.0425768927845905	0.3108374376785703	0.1142439559955458
18	50270000	50280000	0.1978326001675149	0.0988986788497104	0.4381213053096007	0.1055811024691208
18	50280000	50290000	0.3152814319745238	0.0199684126839544	0.5530955069019934	0.1463914362932278
